"","wkt_geom","id","left","top","right","bottom","x","y","area","Nhat"
"4843","Point (3498871.61125410441309214 -1547809.30706091457977891)","11581",3498671.6112541,-1547609.30706091,3499071.6112541,-1548009.30706091,3498871.611,-1547809.307,160000,4.56994618686834e-08
"4844","Point (3498871.61125410441309214 -1547409.30706091457977891)","11580",3498671.6112541,-1547209.30706091,3499071.6112541,-1547609.30706091,3498871.611,-1547409.307,160000,5.73498428504925e-08
"4845","Point (3498898.56626576511189342 -1547084.6584780621342361)","11579",3498671.6112541,-1546809.30706091,3499071.6112541,-1547209.30706091,3498898.566,-1547084.658,160000,6.90594102723008e-08
"4846","Point (3498862.52621962362900376 -1541358.27867999067530036)","11565",3498671.6112541,-1541209.30706091,3499071.6112541,-1541609.30706091,3498862.526,-1541358.279,160000,4.50832904568396e-06
"4847","Point (3498871.61125410441309214 -1541009.30706091457977891)","11564",3498671.6112541,-1540809.30706091,3499071.6112541,-1541209.30706091,3498871.611,-1541009.307,160000,6.18862973930519e-06
"4848","Point (3498471.61125410441309214 -1560209.30706091457977891)","11509",3498271.6112541,-1560009.30706091,3498671.6112541,-1560409.30706091,3498471.611,-1560209.307,160000,1.58182692019846e-10
"4849","Point (3498471.61125410441309214 -1559809.30706091457977891)","11508",3498271.6112541,-1559609.30706091,3498671.6112541,-1560009.30706091,3498471.611,-1559809.307,160000,1.86059616322471e-10
"4850","Point (3498471.61125410441309214 -1559409.30706091457977891)","11507",3498271.6112541,-1559209.30706091,3498671.6112541,-1559609.30706091,3498471.611,-1559409.307,160000,2.1927419290298e-10
"4851","Point (3498471.61125410441309214 -1559009.30706091457977891)","11506",3498271.6112541,-1558809.30706091,3498671.6112541,-1559209.30706091,3498471.611,-1559009.307,160000,2.58904322787327e-10
"4852","Point (3498471.61125410441309214 -1558609.30706091457977891)","11505",3498271.6112541,-1558409.30706091,3498671.6112541,-1558809.30706091,3498471.611,-1558609.307,160000,3.06252475045362e-10
"4853","Point (3498471.61125410441309214 -1558209.30706091457977891)","11504",3498271.6112541,-1558009.30706091,3498671.6112541,-1558409.30706091,3498471.611,-1558209.307,160000,3.62893209186953e-10
"4854","Point (3498471.61125410441309214 -1557809.30706091457977891)","11503",3498271.6112541,-1557609.30706091,3498671.6112541,-1558009.30706091,3498471.611,-1557809.307,160000,4.30730847625197e-10
"4855","Point (3498471.61125410441309214 -1557409.30706091457977891)","11502",3498271.6112541,-1557209.30706091,3498671.6112541,-1557609.30706091,3498471.611,-1557409.307,160000,5.12069511912124e-10
"4856","Point (3498871.61125410441309214 -1537409.30706091457977891)","11555",3498671.6112541,-1537209.30706091,3499071.6112541,-1537609.30706091,3498871.611,-1537409.307,160000,0.000361398880896892
"4857","Point (3498871.61125410441309214 -1537009.30706091457977891)","11554",3498671.6112541,-1536809.30706091,3499071.6112541,-1537209.30706091,3498871.611,-1537009.307,160000,0.000654066940516391
"4858","Point (3498871.61125410441309214 -1536609.30706091457977891)","11553",3498671.6112541,-1536409.30706091,3499071.6112541,-1536809.30706091,3498871.611,-1536609.307,160000,0.00122184852627086
"4859","Point (3498871.61125410441309214 -1536209.30706091457977891)","11552",3498671.6112541,-1536009.30706091,3499071.6112541,-1536409.30706091,3498871.611,-1536209.307,160000,0.00234592591919657
"4860","Point (3498871.61125410441309214 -1535809.30706091457977891)","11551",3498671.6112541,-1535609.30706091,3499071.6112541,-1536009.30706091,3498871.611,-1535809.307,160000,0.00457451755631202
"4861","Point (3498887.25862996513023973 -1535453.99202906433492899)","11550",3498671.6112541,-1535209.30706091,3499071.6112541,-1535609.30706091,3498887.259,-1535453.992,160000,0.0084285735920026
"4862","Point (3498304.36156848026439548 -1560820.93878466030582786)","11511",3498271.6112541,-1560809.30706091,3498671.6112541,-1561209.30706091,3498304.362,-1560820.939,160000,1.3370200787268e-10
"4863","Point (3498460.43492083251476288 -1560590.83929449995048344)","11510",3498271.6112541,-1560409.30706091,3498671.6112541,-1560809.30706091,3498460.435,-1560590.839,160000,1.36434919087997e-10
"4864","Point (3500071.61125410441309214 -1541009.30706091457977891)","11873",3499871.6112541,-1540809.30706091,3500271.6112541,-1541209.30706091,3500071.611,-1541009.307,160000,1.14798114559462e-05
"4865","Point (3500071.61125410441309214 -1540609.30706091457977891)","11872",3499871.6112541,-1540409.30706091,3500271.6112541,-1540809.30706091,3500071.611,-1540609.307,160000,1.76819245848119e-05
"4866","Point (3500071.61125410441309214 -1540209.30706091457977891)","11871",3499871.6112541,-1540009.30706091,3500271.6112541,-1540409.30706091,3500071.611,-1540209.307,160000,2.76601815152823e-05
"4867","Point (3500071.61125410441309214 -1539809.30706091457977891)","11870",3499871.6112541,-1539609.30706091,3500271.6112541,-1540009.30706091,3500071.611,-1539809.307,160000,4.40779132850069e-05
"4868","Point (3500071.61125410441309214 -1539409.30706091457977891)","11869",3499871.6112541,-1539209.30706091,3500271.6112541,-1539609.30706091,3500071.611,-1539409.307,160000,7.17755941383782e-05
"4869","Point (3500071.61125410441309214 -1539009.30706091457977891)","11868",3499871.6112541,-1538809.30706091,3500271.6112541,-1539209.30706091,3500071.611,-1539009.307,160000,0.00011968888656732
"4870","Point (3500071.61125410441309214 -1538609.30706091457977891)","11867",3499871.6112541,-1538409.30706091,3500271.6112541,-1538809.30706091,3500071.611,-1538609.307,160000,0.000204606367390872
"4871","Point (3500071.61125410441309214 -1538209.30706091457977891)","11866",3499871.6112541,-1538009.30706091,3500271.6112541,-1538409.30706091,3500071.611,-1538209.307,160000,0.000358595385766383
"4872","Point (3500071.61125410441309214 -1548209.30706091457977891)","11891",3499871.6112541,-1548009.30706091,3500271.6112541,-1548409.30706091,3500071.611,-1548209.307,160000,3.16081150491304e-08
"4873","Point (3500071.61125410441309214 -1547809.30706091457977891)","11890",3499871.6112541,-1547609.30706091,3500271.6112541,-1548009.30706091,3500071.611,-1547809.307,160000,4.06788461376161e-08
"4874","Point (3500071.61125410441309214 -1547409.30706091457977891)","11889",3499871.6112541,-1547209.30706091,3500271.6112541,-1547609.30706091,3500071.611,-1547409.307,160000,5.26891935552603e-08
"4875","Point (3500071.61125410441309214 -1547009.30706091457977891)","11888",3499871.6112541,-1546809.30706091,3500271.6112541,-1547209.30706091,3500071.611,-1547009.307,160000,6.87185221260338e-08
"4876","Point (3500078.67735245870426297 -1546617.94404061301611364)","11887",3499871.6112541,-1546409.30706091,3500271.6112541,-1546809.30706091,3500078.677,-1546617.944,160000,8.97684854929033e-08
"4877","Point (3500198.00951678166165948 -1546374.12975998851470649)","11886",3499871.6112541,-1546009.30706091,3500271.6112541,-1546409.30706091,3500198.01,-1546374.13,160000,1.07010277292386e-07
"4878","Point (3500139.63913764245808125 -1541668.94830585457384586)","11875",3499871.6112541,-1541609.30706091,3500271.6112541,-1542009.30706091,3500139.639,-1541668.948,160000,5.98993941180819e-06
"4879","Point (3500071.6159323831088841 -1541409.30236506671644747)","11874",3499871.6112541,-1541209.30706091,3500271.6112541,-1541609.30706091,3500071.616,-1541409.302,160000,7.55378567354773e-06
"4880","Point (3500268.36090057482942939 -1534808.15025106468237936)","11857",3499871.6112541,-1534409.30706091,3500271.6112541,-1534809.30706091,3500268.361,-1534808.15,160000,0.0932580572456866
"4881","Point (3499479.77528006443753839 -1560412.20662680943496525)","11819",3499471.6112541,-1560409.30706091,3499871.6112541,-1560809.30706091,3499479.775,-1560412.207,160000,9.33134102131204e-11
"4882","Point (3499657.72733815619722009 -1560180.44770748470909894)","11818",3499471.6112541,-1560009.30706091,3499871.6112541,-1560409.30706091,3499657.727,-1560180.448,160000,9.5029080539883e-11
"4883","Point (3499671.61125410441309214 -1559809.30706091457977891)","11817",3499471.6112541,-1559609.30706091,3499871.6112541,-1560009.30706091,3499671.611,-1559809.307,160000,1.10165011974784e-10
"4884","Point (3499671.61125410441309214 -1559409.30706091457977891)","11816",3499471.6112541,-1559209.30706091,3499871.6112541,-1559609.30706091,3499671.611,-1559409.307,160000,1.30276170352104e-10
"4885","Point (3499671.61125410441309214 -1559009.30706091457977891)","11815",3499471.6112541,-1558809.30706091,3499871.6112541,-1559209.30706091,3499671.611,-1559009.307,160000,1.54370986394707e-10
"4886","Point (3499671.61125410441309214 -1558609.30706091457977891)","11814",3499471.6112541,-1558409.30706091,3499871.6112541,-1558809.30706091,3499671.611,-1558609.307,160000,1.83287208738303e-10
"4887","Point (3499671.61125410441309214 -1558209.30706091457977891)","11813",3499471.6112541,-1558009.30706091,3499871.6112541,-1558409.30706091,3499671.611,-1558209.307,160000,2.18047175675711e-10
"4888","Point (3500071.61125410441309214 -1537809.30706091457977891)","11865",3499871.6112541,-1537609.30706091,3500271.6112541,-1538009.30706091,3500071.611,-1537809.307,160000,0.000643807097731942
"4889","Point (3500071.61125410441309214 -1537409.30706091457977891)","11864",3499871.6112541,-1537209.30706091,3500271.6112541,-1537609.30706091,3500071.611,-1537409.307,160000,0.00118205691429298
"4890","Point (3500071.61125410441309214 -1537009.30706091457977891)","11863",3499871.6112541,-1536809.30706091,3500271.6112541,-1537209.30706091,3500071.611,-1537009.307,160000,0.00221354345829842
"4891","Point (3500071.61125410441309214 -1536609.30706091457977891)","11862",3499871.6112541,-1536409.30706091,3500271.6112541,-1536809.30706091,3500071.611,-1536609.307,160000,0.00421108681708567
"4892","Point (3500071.61125410441309214 -1536209.30706091457977891)","11861",3499871.6112541,-1536009.30706091,3500271.6112541,-1536409.30706091,3500071.611,-1536209.307,160000,0.00809242528240467
"4893","Point (3500071.61125410441309214 -1535809.30706091457977891)","11860",3499871.6112541,-1535609.30706091,3500271.6112541,-1536009.30706091,3500071.611,-1535809.307,160000,0.0155809946980576
"4894","Point (3500071.61125410441309214 -1535409.30706091457977891)","11859",3499871.6112541,-1535209.30706091,3500271.6112541,-1535609.30706091,3500071.611,-1535409.307,160000,0.0297588447129951
"4895","Point (3500085.86883834935724735 -1535040.65043021622113883)","11858",3499871.6112541,-1534809.30706091,3500271.6112541,-1535209.30706091,3500085.869,-1535040.65,160000,0.0540512710080195
"4896","Point (3500071.61125410441309214 -1557809.30706091457977891)","11915",3499871.6112541,-1557609.30706091,3500271.6112541,-1558009.30706091,3500071.611,-1557809.307,160000,2.21414043694653e-10
"4897","Point (3500071.61125410441309214 -1557409.30706091457977891)","11914",3499871.6112541,-1557209.30706091,3500271.6112541,-1557609.30706091,3500071.611,-1557409.307,160000,2.64932180379644e-10
"4898","Point (3500071.61125410441309214 -1557009.30706091457977891)","11913",3499871.6112541,-1556809.30706091,3500271.6112541,-1557209.30706091,3500071.611,-1557009.307,160000,3.17639215137621e-10
"4899","Point (3500071.61125410441309214 -1556609.30706091457977891)","11912",3499871.6112541,-1556409.30706091,3500271.6112541,-1556809.30706091,3500071.611,-1556609.307,160000,3.8159160681354e-10
"4900","Point (3500071.61125410441309214 -1556209.30706091457977891)","11911",3499871.6112541,-1556009.30706091,3500271.6112541,-1556409.30706091,3500071.611,-1556209.307,160000,4.59331807890356e-10
"4901","Point (3500071.61125410441309214 -1555809.30706091457977891)","11910",3499871.6112541,-1555609.30706091,3500271.6112541,-1556009.30706091,3500071.611,-1555809.307,160000,5.54010227360157e-10
"4902","Point (3500071.61125410441309214 -1555409.30706091457977891)","11909",3499871.6112541,-1555209.30706091,3500271.6112541,-1555609.30706091,3500071.611,-1555409.307,160000,6.69540128505704e-10
"4903","Point (3500071.61125410441309214 -1555009.30706091457977891)","11908",3499871.6112541,-1554809.30706091,3500271.6112541,-1555209.30706091,3500071.611,-1555009.307,160000,8.10795179489452e-10
"4904","Point (3500471.61125410441309214 -1535009.30706091457977891)","11961",3500271.6112541,-1534809.30706091,3500671.6112541,-1535209.30706091,3500471.611,-1535009.307,160000,0.0852832113950832
"4905","Point (3500535.17867205198854208 -1534760.66965805017389357)","11960",3500271.6112541,-1534409.30706091,3500671.6112541,-1534809.30706091,3500535.179,-1534760.67,160000,0.131942322122574
"4906","Point (3500047.40110474871471524 -1560111.40657481923699379)","11921",3499871.6112541,-1560009.30706091,3500271.6112541,-1560409.30706091,3500047.401,-1560111.407,160000,8.2871358695435e-11
"4907","Point (3500071.61125410441309214 -1559809.30706091457977891)","11920",3499871.6112541,-1559609.30706091,3500271.6112541,-1560009.30706091,3500071.611,-1559809.307,160000,9.3080703194016e-11
"4908","Point (3500071.61125410441309214 -1559409.30706091457977891)","11919",3499871.6112541,-1559209.30706091,3500271.6112541,-1559609.30706091,3500071.611,-1559409.307,160000,1.10236939255118e-10
"4909","Point (3500071.61125410441309214 -1559009.30706091457977891)","11918",3499871.6112541,-1558809.30706091,3500271.6112541,-1559209.30706091,3500071.611,-1559009.307,160000,1.30829051876082e-10
"4910","Point (3500071.61125410441309214 -1558609.30706091457977891)","11917",3499871.6112541,-1558409.30706091,3500271.6112541,-1558809.30706091,3500071.611,-1558609.307,160000,1.55590105785612e-10
"4911","Point (3500071.61125410441309214 -1558209.30706091457977891)","11916",3499871.6112541,-1558009.30706091,3500271.6112541,-1558409.30706091,3500071.611,-1558209.307,160000,1.85417936310109e-10
"4912","Point (3500071.61125410441309214 -1551409.30706091457977891)","11899",3499871.6112541,-1551209.30706091,3500271.6112541,-1551609.30706091,3500071.611,-1551409.307,160000,5.0222351978227e-09
"4913","Point (3500071.61125410441309214 -1551009.30706091457977891)","11898",3499871.6112541,-1550809.30706091,3500271.6112541,-1551209.30706091,3500071.611,-1551009.307,160000,6.23298818354942e-09
"4914","Point (3500071.61125410441309214 -1550609.30706091457977891)","11897",3499871.6112541,-1550409.30706091,3500271.6112541,-1550809.30706091,3500071.611,-1550609.307,160000,7.7616943918822e-09
"4915","Point (3500071.61125410441309214 -1550209.30706091457977891)","11896",3499871.6112541,-1550009.30706091,3500271.6112541,-1550409.30706091,3500071.611,-1550209.307,160000,9.70055092640923e-09
"4916","Point (3500071.61125410441309214 -1549809.30706091457977891)","11895",3499871.6112541,-1549609.30706091,3500271.6112541,-1550009.30706091,3500071.611,-1549809.307,160000,1.21716128428556e-08
"4917","Point (3500071.61125410441309214 -1549409.30706091457977891)","11894",3499871.6112541,-1549209.30706091,3500271.6112541,-1549609.30706091,3500071.611,-1549409.307,160000,1.53376125639073e-08
"4918","Point (3500071.61125410441309214 -1549009.30706091457977891)","11893",3499871.6112541,-1548809.30706091,3500271.6112541,-1549209.30706091,3500071.611,-1549009.307,160000,1.9417132433409e-08
"4919","Point (3500071.61125410441309214 -1548609.30706091457977891)","11892",3499871.6112541,-1548409.30706091,3500271.6112541,-1548809.30706091,3500071.611,-1548609.307,160000,2.47060523462984e-08
"4920","Point (3500071.61125410441309214 -1554609.30706091457977891)","11907",3499871.6112541,-1554409.30706091,3500271.6112541,-1554809.30706091,3500071.611,-1554609.307,160000,9.83862534987501e-10
"4921","Point (3500071.61125410441309214 -1554209.30706091457977891)","11906",3499871.6112541,-1554009.30706091,3500271.6112541,-1554409.30706091,3500071.611,-1554209.307,160000,1.19636861734849e-09
"4922","Point (3500071.61125410441309214 -1553809.30706091457977891)","11905",3499871.6112541,-1553609.30706091,3500271.6112541,-1554009.30706091,3500071.611,-1553809.307,160000,1.45790062420689e-09
