"","wkt_geom","id","left","top","right","bottom","x","y","area","Nhat"
"4696","Point (3497689.61256408924236894 -1535871.36376167344860733)","11242",3497471.6112541,-1535609.30706091,3497871.6112541,-1536009.30706091,3497689.613,-1535871.364,160000,0.00173483033593047
"4697","Point (3497128.94785689655691385 -1561229.67094251047819853)","11203",3497071.6112541,-1561209.30706091,3497471.6112541,-1561609.30706091,3497128.948,-1561229.671,160000,1.97643240451632e-10
"4698","Point (3497264.01934624835848808 -1560998.71487048175185919)","11202",3497071.6112541,-1560809.30706091,3497471.6112541,-1561209.30706091,3497264.019,-1560998.715,160000,2.02636528954324e-10
"4699","Point (3497271.61125410441309214 -1560609.30706091457977891)","11201",3497071.6112541,-1560409.30706091,3497471.6112541,-1560809.30706091,3497271.611,-1560609.307,160000,2.35160544379595e-10
"4700","Point (3497271.61125410441309214 -1560209.30706091457977891)","11200",3497071.6112541,-1560009.30706091,3497471.6112541,-1560409.30706091,3497271.611,-1560209.307,160000,2.75599348349352e-10
"4701","Point (3497271.61125410441309214 -1559809.30706091457977891)","11199",3497071.6112541,-1559609.30706091,3497471.6112541,-1560009.30706091,3497271.611,-1559809.307,160000,3.23646540391149e-10
"4702","Point (3497271.61125410441309214 -1559409.30706091457977891)","11198",3497071.6112541,-1559209.30706091,3497471.6112541,-1559609.30706091,3497271.611,-1559409.307,160000,3.808107442077e-10
"4703","Point (3497271.61125410441309214 -1559009.30706091457977891)","11197",3497071.6112541,-1558809.30706091,3497471.6112541,-1559209.30706091,3497271.611,-1559009.307,160000,4.48906138714417e-10
"4704","Point (3497671.61125410441309214 -1557009.30706091457977891)","11295",3497471.6112541,-1556809.30706091,3497871.6112541,-1557209.30706091,3497671.611,-1557009.307,160000,8.69763331516497e-10
"4705","Point (3497671.61125410441309214 -1556609.30706091457977891)","11294",3497471.6112541,-1556409.30706091,3497871.6112541,-1556809.30706091,3497671.611,-1556609.307,160000,1.03500626716115e-09
"4706","Point (3497671.61125410441309214 -1556209.30706091457977891)","11293",3497471.6112541,-1556009.30706091,3497871.6112541,-1556409.30706091,3497671.611,-1556209.307,160000,1.23305969140797e-09
"4707","Point (3497671.61125410441309214 -1555809.30706091457977891)","11292",3497471.6112541,-1555609.30706091,3497871.6112541,-1556009.30706091,3497671.611,-1555809.307,160000,1.47053794759441e-09
"4708","Point (3497671.61125410441309214 -1555409.30706091457977891)","11291",3497471.6112541,-1555209.30706091,3497871.6112541,-1555609.30706091,3497671.611,-1555409.307,160000,1.75538277320448e-09
"4709","Point (3497671.61125410441309214 -1555009.30706091457977891)","11290",3497471.6112541,-1554809.30706091,3497871.6112541,-1555209.30706091,3497671.611,-1555009.307,160000,2.09712752223873e-09
"4710","Point (3497671.61125410441309214 -1554609.30706091457977891)","11289",3497471.6112541,-1554409.30706091,3497871.6112541,-1554809.30706091,3497671.611,-1554609.307,160000,2.50721537146449e-09
"4711","Point (3497671.61125410441309214 -1554209.30706091457977891)","11288",3497471.6112541,-1554009.30706091,3497871.6112541,-1554409.30706091,3497671.611,-1554209.307,160000,2.99938400393822e-09
"4712","Point (3497671.61125410441309214 -1560209.30706091457977891)","11303",3497471.6112541,-1560009.30706091,3497871.6112541,-1560409.30706091,3497671.611,-1560209.307,160000,2.28315662747897e-10
"4713","Point (3497671.61125410441309214 -1559809.30706091457977891)","11302",3497471.6112541,-1559609.30706091,3497871.6112541,-1560009.30706091,3497671.611,-1559809.307,160000,2.68209240597841e-10
"4714","Point (3497671.61125410441309214 -1559409.30706091457977891)","11301",3497471.6112541,-1559209.30706091,3497871.6112541,-1559609.30706091,3497671.611,-1559409.307,160000,3.15681566203182e-10
"4715","Point (3497671.61125410441309214 -1559009.30706091457977891)","11300",3497471.6112541,-1558809.30706091,3497871.6112541,-1559209.30706091,3497671.611,-1559009.307,160000,3.72244617770539e-10
"4716","Point (3497671.61125410441309214 -1558609.30706091457977891)","11299",3497471.6112541,-1558409.30706091,3497871.6112541,-1558809.30706091,3497671.611,-1558609.307,160000,4.39718345601844e-10
"4717","Point (3497671.61125410441309214 -1558209.30706091457977891)","11298",3497471.6112541,-1558009.30706091,3497871.6112541,-1558409.30706091,3497671.611,-1558209.307,160000,5.20293159421497e-10
"4718","Point (3497671.61125410441309214 -1557809.30706091457977891)","11297",3497471.6112541,-1557609.30706091,3497871.6112541,-1558009.30706091,3497671.611,-1557809.307,160000,6.16604790484896e-10
"4719","Point (3497671.61125410441309214 -1557409.30706091457977891)","11296",3497471.6112541,-1557209.30706091,3497871.6112541,-1557609.30706091,3497671.611,-1557409.307,160000,7.31823907589372e-10
"4720","Point (3497671.61125410441309214 -1550609.30706091457977891)","11279",3497471.6112541,-1550409.30706091,3497871.6112541,-1550809.30706091,3497671.611,-1550609.307,160000,1.53663866121126e-08
"4721","Point (3497671.61125410441309214 -1550209.30706091457977891)","11278",3497471.6112541,-1550009.30706091,3497871.6112541,-1550409.30706091,3497671.611,-1550209.307,160000,1.84758019522569e-08
"4722","Point (3497671.61125410441309214 -1549809.30706091457977891)","11277",3497471.6112541,-1549609.30706091,3497871.6112541,-1550009.30706091,3497671.611,-1549809.307,160000,2.22367035538631e-08
"4723","Point (3497671.61125410441309214 -1549409.30706091457977891)","11276",3497471.6112541,-1549209.30706091,3497871.6112541,-1549609.30706091,3497671.611,-1549409.307,160000,2.67967436128021e-08
"4724","Point (3497671.61125410441309214 -1549009.30706091457977891)","11275",3497471.6112541,-1548809.30706091,3497871.6112541,-1549209.30706091,3497671.611,-1549009.307,160000,3.23421817654837e-08
"4725","Point (3497671.61125410441309214 -1548609.30706091457977891)","11274",3497471.6112541,-1548409.30706091,3497871.6112541,-1548809.30706091,3497671.611,-1548609.307,160000,3.91099074058813e-08
"4726","Point (3497671.61125410441309214 -1548209.30706091457977891)","11273",3497471.6112541,-1548009.30706091,3497871.6112541,-1548409.30706091,3497671.611,-1548209.307,160000,4.74037886323948e-08
"4727","Point (3497672.85907331435009837 -1547810.63873442797921598)","11272",3497471.6112541,-1547609.30706091,3497871.6112541,-1548009.30706091,3497672.859,-1547810.639,160000,5.75612163539124e-08
"4728","Point (3497671.61125410441309214 -1553809.30706091457977891)","11287",3497471.6112541,-1553609.30706091,3497871.6112541,-1554009.30706091,3497671.611,-1553809.307,160000,3.59013289908995e-09
"4729","Point (3497671.61125410441309214 -1553409.30706091457977891)","11286",3497471.6112541,-1553209.30706091,3497871.6112541,-1553609.30706091,3497671.611,-1553409.307,160000,4.29929427514852e-09
"4730","Point (3497671.61125410441309214 -1553009.30706091457977891)","11285",3497471.6112541,-1552809.30706091,3497871.6112541,-1553209.30706091,3497671.611,-1553009.307,160000,5.15073540785599e-09
"4731","Point (3497671.61125410441309214 -1552609.30706091457977891)","11284",3497471.6112541,-1552409.30706091,3497871.6112541,-1552809.30706091,3497671.611,-1552609.307,160000,6.17322915096679e-09
"4732","Point (3497671.61125410441309214 -1552209.30706091457977891)","11283",3497471.6112541,-1552009.30706091,3497871.6112541,-1552409.30706091,3497671.611,-1552209.307,160000,7.40154192605626e-09
"4733","Point (3497671.61125410441309214 -1551809.30706091457977891)","11282",3497471.6112541,-1551609.30706091,3497871.6112541,-1552009.30706091,3497671.611,-1551809.307,160000,8.87780549894093e-09
"4734","Point (3497671.61125410441309214 -1551409.30706091457977891)","11281",3497471.6112541,-1551209.30706091,3497871.6112541,-1551609.30706091,3497671.611,-1551409.307,160000,1.0653262296419e-08
"4735","Point (3497671.61125410441309214 -1551009.30706091457977891)","11280",3497471.6112541,-1550809.30706091,3497871.6112541,-1551209.30706091,3497671.611,-1551009.307,160000,1.27905063388908e-08
"4736","Point (3498871.61125410441309214 -1558609.30706091457977891)","11608",3498671.6112541,-1558409.30706091,3499071.6112541,-1558809.30706091,3498871.611,-1558609.307,160000,2.57109742271081e-10
"4737","Point (3498871.61125410441309214 -1558209.30706091457977891)","11607",3498671.6112541,-1558009.30706091,3499071.6112541,-1558409.30706091,3498871.611,-1558209.307,160000,3.04995788547125e-10
"4738","Point (3498871.61125410441309214 -1557809.30706091457977891)","11606",3498671.6112541,-1557609.30706091,3499071.6112541,-1558009.30706091,3498871.611,-1557809.307,160000,3.62433535960593e-10
"4739","Point (3498871.61125410441309214 -1557409.30706091457977891)","11605",3498671.6112541,-1557209.30706091,3499071.6112541,-1557609.30706091,3498871.611,-1557409.307,160000,4.31415999639999e-10
"4740","Point (3498871.61125410441309214 -1557009.30706091457977891)","11604",3498671.6112541,-1556809.30706091,3499071.6112541,-1557209.30706091,3498871.611,-1557009.307,160000,5.14365064689216e-10
"4741","Point (3498871.61125410441309214 -1556609.30706091457977891)","11603",3498671.6112541,-1556409.30706091,3499071.6112541,-1556809.30706091,3498871.611,-1556609.307,160000,6.14226323664198e-10
"4742","Point (3498871.61125410441309214 -1556209.30706091457977891)","11602",3498671.6112541,-1556009.30706091,3499071.6112541,-1556409.30706091,3498871.611,-1556209.307,160000,7.3458572306153e-10
"4743","Point (3498871.61125410441309214 -1555809.30706091457977891)","11601",3498671.6112541,-1555609.30706091,3499071.6112541,-1556009.30706091,3498871.611,-1555809.307,160000,8.79813402113269e-10
"4744","Point (3499271.61125410441309214 -1535809.30706091457977891)","11654",3499071.6112541,-1535609.30706091,3499471.6112541,-1536009.30706091,3499271.611,-1535809.307,160000,0.00669870867039572
"4745","Point (3499272.48641309002414346 -1535410.25230037560686469)","11653",3499071.6112541,-1535209.30706091,3499471.6112541,-1535609.30706091,3499272.486,-1535410.252,160000,0.0130005014867513
"4746","Point (3499360.39342090021818876 -1535169.72432513837702572)","11652",3499071.6112541,-1534809.30706091,3499471.6112541,-1535209.30706091,3499360.393,-1535169.724,160000,0.0210213575442047
"4747","Point (3498850.26056959573179483 -1560523.99702249700203538)","11613",3498671.6112541,-1560409.30706091,3499071.6112541,-1560809.30706091,3498850.261,-1560523.997,160000,1.17616384537279e-10
"4748","Point (3498871.61125410441309214 -1560209.30706091457977891)","11612",3498671.6112541,-1560009.30706091,3499071.6112541,-1560409.30706091,3498871.611,-1560209.307,160000,1.32281980075638e-10
"4749","Point (3498871.61125410441309214 -1559809.30706091457977891)","11611",3498671.6112541,-1559609.30706091,3499071.6112541,-1560009.30706091,3498871.611,-1559809.307,160000,1.55738664855776e-10
"4750","Point (3498871.61125410441309214 -1559409.30706091457977891)","11610",3498671.6112541,-1559209.30706091,3499071.6112541,-1559609.30706091,3498871.611,-1559409.307,160000,1.83715600241644e-10
"4751","Point (3498871.61125410441309214 -1559009.30706091457977891)","11609",3498671.6112541,-1558809.30706091,3499071.6112541,-1559209.30706091,3498871.611,-1559009.307,160000,2.17133978750526e-10
"4752","Point (3498871.61125410441309214 -1552209.30706091457977891)","11592",3498671.6112541,-1552009.30706091,3499071.6112541,-1552409.30706091,3498871.611,-1552209.307,160000,4.74278599658872e-09
"4753","Point (3498871.61125410441309214 -1551809.30706091457977891)","11591",3498671.6112541,-1551609.30706091,3499071.6112541,-1552009.30706091,3498871.611,-1551809.307,160000,5.75941015320295e-09
"4754","Point (3498871.61125410441309214 -1551409.30706091457977891)","11590",3498671.6112541,-1551209.30706091,3499071.6112541,-1551609.30706091,3498871.611,-1551409.307,160000,7.00566352871517e-09
"4755","Point (3498871.61125410441309214 -1551009.30706091457977891)","11589",3498671.6112541,-1550809.30706091,3499071.6112541,-1551209.30706091,3498871.611,-1551009.307,160000,8.53716792753121e-09
"4756","Point (3498871.61125410441309214 -1550609.30706091457977891)","11588",3498671.6112541,-1550409.30706091,3499071.6112541,-1550809.30706091,3498871.611,-1550609.307,160000,1.04244361817619e-08
"4757","Point (3498871.61125410441309214 -1550209.30706091457977891)","11587",3498671.6112541,-1550009.30706091,3499071.6112541,-1550409.30706091,3498871.611,-1550209.307,160000,1.27573908140465e-08
"4758","Point (3498871.61125410441309214 -1549809.30706091457977891)","11586",3498671.6112541,-1549609.30706091,3499071.6112541,-1550009.30706091,3498871.611,-1549809.307,160000,1.56514396676192e-08
"4759","Point (3498871.61125410441309214 -1549409.30706091457977891)","11585",3498671.6112541,-1549209.30706091,3499071.6112541,-1549609.30706091,3498871.611,-1549409.307,160000,1.92557065553391e-08
"4760","Point (3498871.61125410441309214 -1555409.30706091457977891)","11600",3498671.6112541,-1555209.30706091,3499071.6112541,-1555609.30706091,3498871.611,-1555409.307,160000,1.05524159495462e-09
"4761","Point (3498871.61125410441309214 -1555009.30706091457977891)","11599",3498671.6112541,-1554809.30706091,3499071.6112541,-1555209.30706091,3498871.611,-1555009.307,160000,1.26738542504495e-09
"4762","Point (3498871.61125410441309214 -1554609.30706091457977891)","11598",3498671.6112541,-1554409.30706091,3499071.6112541,-1554809.30706091,3498871.611,-1554609.307,160000,1.5242180140969e-09
"4763","Point (3498871.61125410441309214 -1554209.30706091457977891)","11597",3498671.6112541,-1554009.30706091,3499071.6112541,-1554409.30706091,3498871.611,-1554209.307,160000,1.83551478742658e-09
"4764","Point (3498871.61125410441309214 -1553809.30706091457977891)","11596",3498671.6112541,-1553609.30706091,3499071.6112541,-1554009.30706091,3498871.611,-1553809.307,160000,2.21328649818285e-09
"4765","Point (3498871.61125410441309214 -1553409.30706091457977891)","11595",3498671.6112541,-1553209.30706091,3499071.6112541,-1553609.30706091,3498871.611,-1553409.307,160000,2.67232676028061e-09
"4766","Point (3498871.61125410441309214 -1553009.30706091457977891)","11594",3498671.6112541,-1552809.30706091,3499071.6112541,-1553209.30706091,3498871.611,-1553009.307,160000,3.23090838789363e-09
"4767","Point (3498871.61125410441309214 -1552609.30706091457977891)","11593",3498671.6112541,-1552409.30706091,3499071.6112541,-1552809.30706091,3498871.611,-1552609.307,160000,3.9116744609852e-09
"4768","Point (3499271.61125410441309214 -1550209.30706091457977891)","11690",3499071.6112541,-1550009.30706091,3499471.6112541,-1550409.30706091,3499271.611,-1550209.307,160000,1.15355236840665e-08
"4769","Point (3499271.61125410441309214 -1549809.30706091457977891)","11689",3499071.6112541,-1549609.30706091,3499471.6112541,-1550009.30706091,3499271.611,-1549809.307,160000,1.42550023059024e-08
"4770","Point (3499271.61125410441309214 -1549409.30706091457977891)","11688",3499071.6112541,-1549209.30706091,3499471.6112541,-1549609.30706091,3499271.611,-1549409.307,160000,1.76737836217248e-08
"4771","Point (3499271.61125410441309214 -1549009.30706091457977891)","11687",3499071.6112541,-1548809.30706091,3499471.6112541,-1549209.30706091,3499271.611,-1549009.307,160000,2.1992553048223e-08
"4772","Point (3499271.61125410441309214 -1548609.30706091457977891)","11686",3499071.6112541,-1548409.30706091,3499471.6112541,-1548809.30706091,3499271.611,-1548609.307,160000,2.74772526223656e-08
"4773","Point (3499271.61125410441309214 -1548209.30706091457977891)","11685",3499071.6112541,-1548009.30706091,3499471.6112541,-1548409.30706091,3499271.611,-1548209.307,160000,3.448306394389e-08
"4774","Point (3499271.61125410441309214 -1547809.30706091457977891)","11684",3499071.6112541,-1547609.30706091,3499471.6112541,-1548009.30706091,3499271.611,-1547809.307,160000,4.34882000033283e-08
"4775","Point (3499271.61125410441309214 -1547409.30706091457977891)","11683",3499071.6112541,-1547209.30706091,3499471.6112541,-1547609.30706091,3499271.611,-1547409.307,160000,5.51418920117287e-08
"4776","Point (3499271.61125410441309214 -1553409.30706091457977891)","11698",3499071.6112541,-1553209.30706091,3499471.6112541,-1553609.30706091,3499271.611,-1553409.307,160000,2.31772318860334e-09
"4777","Point (3499271.61125410441309214 -1553009.30706091457977891)","11697",3499071.6112541,-1552809.30706091,3499471.6112541,-1553209.30706091,3499271.611,-1553009.307,160000,2.81296837685826e-09
"4778","Point (3499271.61125410441309214 -1552609.30706091457977891)","11696",3499071.6112541,-1552409.30706091,3499471.6112541,-1552809.30706091,3499271.611,-1552609.307,160000,3.41996076305281e-09
"4779","Point (3499271.61125410441309214 -1552209.30706091457977891)","11695",3499071.6112541,-1552009.30706091,3499471.6112541,-1552409.30706091,3499271.611,-1552209.307,160000,4.16553196551985e-09
"4780","Point (3499271.61125410441309214 -1551809.30706091457977891)","11694",3499071.6112541,-1551609.30706091,3499471.6112541,-1552009.30706091,3499271.611,-1551809.307,160000,5.08351275851738e-09
"4781","Point (3499271.61125410441309214 -1551409.30706091457977891)","11693",3499071.6112541,-1551209.30706091,3499471.6112541,-1551609.30706091,3499271.611,-1551409.307,160000,6.21676477280944e-09
"4782","Point (3499271.61125410441309214 -1551009.30706091457977891)","11692",3499071.6112541,-1550809.30706091,3499471.6112541,-1551209.30706091,3499271.611,-1551009.307,160000,7.61987622452261e-09
"4783","Point (3499271.61125410441309214 -1550609.30706091457977891)","11691",3499071.6112541,-1550409.30706091,3499471.6112541,-1550809.30706091,3499271.611,-1550609.307,160000,9.36276423445022e-09
"4784","Point (3499271.61125410441309214 -1539009.30706091457977891)","11662",3499071.6112541,-1538809.30706091,3499471.6112541,-1539209.30706091,3499271.611,-1539009.307,160000,6.20960021317482e-05
"4785","Point (3499271.61125410441309214 -1538609.30706091457977891)","11661",3499071.6112541,-1538409.30706091,3499471.6112541,-1538809.30706091,3499271.611,-1538609.307,160000,0.000101521850432072
"4786","Point (3499271.61125410441309214 -1538209.30706091457977891)","11660",3499071.6112541,-1538009.30706091,3499471.6112541,-1538409.30706091,3499271.611,-1538209.307,160000,0.000170619673681854
"4787","Point (3499271.61125410441309214 -1537809.30706091457977891)","11659",3499071.6112541,-1537609.30706091,3499471.6112541,-1538009.30706091,3499271.611,-1537809.307,160000,0.000294974508969633
"4788","Point (3499271.61125410441309214 -1537409.30706091457977891)","11658",3499071.6112541,-1537209.30706091,3499471.6112541,-1537609.30706091,3499271.611,-1537409.307,160000,0.000524639271688768
"4789","Point (3499271.61125410441309214 -1537009.30706091457977891)","11657",3499071.6112541,-1536809.30706091,3499471.6112541,-1537209.30706091,3499271.611,-1537009.307,160000,0.000959267171889881
"4790","Point (3499271.61125410441309214 -1536609.30706091457977891)","11656",3499071.6112541,-1536409.30706091,3499471.6112541,-1536809.30706091,3499271.611,-1536609.307,160000,0.00179985681654787
"4791","Point (3499271.61125410441309214 -1536209.30706091457977891)","11655",3499071.6112541,-1536009.30706091,3499471.6112541,-1536409.30706091,3499271.611,-1536209.307,160000,0.00345203226975565
"4792","Point (3499276.36767265480011702 -1547014.83528929436579347)","11682",3499071.6112541,-1546809.30706091,3499471.6112541,-1547209.30706091,3499276.368,-1547014.835,160000,7.00753454673018e-08
"4793","Point (3499385.70182447414845228 -1546768.24740704707801342)","11681",3499071.6112541,-1546409.30706091,3499471.6112541,-1546809.30706091,3499385.702,-1546768.247,160000,8.1373706911629e-08
"4794","Point (3499284.28020629892125726 -1541343.70641920086927712)","11668",3499071.6112541,-1541209.30706091,3499471.6112541,-1541609.30706091,3499284.28,-1541343.706,160000,5.48065452557876e-06
"4795","Point (3499271.61125410441309214 -1541009.30706091457977891)","11667",3499071.6112541,-1540809.30706091,3499471.6112541,-1541209.30706091,3499271.611,-1541009.307,160000,7.47970804705383e-06
"4796","Point (3499271.61125410441309214 -1540609.30706091457977891)","11666",3499071.6112541,-1540409.30706091,3499471.6112541,-1540809.30706091,3499271.611,-1540609.307,160000,1.10282867730683e-05
"4797","Point (3499271.61125410441309214 -1540209.30706091457977891)","11665",3499071.6112541,-1540009.30706091,3499471.6112541,-1540409.30706091,3499271.611,-1540209.307,160000,1.64840535072572e-05
"4798","Point (3499271.61125410441309214 -1539809.30706091457977891)","11664",3499071.6112541,-1539609.30706091,3499471.6112541,-1540009.30706091,3499271.611,-1539809.307,160000,2.50820856165329e-05
"4799","Point (3499271.61125410441309214 -1539409.30706091457977891)","11663",3499071.6112541,-1539209.30706091,3499471.6112541,-1539609.30706091,3499271.611,-1539409.307,160000,3.89905201233113e-05
"4800","Point (3498471.61125410441309214 -1553809.30706091457977891)","11493",3498271.6112541,-1553609.30706091,3498671.6112541,-1554009.30706091,3498471.611,-1553809.307,160000,2.57987942682801e-09
"4801","Point (3498471.61125410441309214 -1553409.30706091457977891)","11492",3498271.6112541,-1553209.30706091,3498671.6112541,-1553609.30706091,3498471.611,-1553409.307,160000,3.10512831299288e-09
"4802","Point (3498471.61125410441309214 -1553009.30706091457977891)","11491",3498271.6112541,-1552809.30706091,3498671.6112541,-1553209.30706091,3498471.611,-1553009.307,160000,3.74115591202266e-09
"4803","Point (3498471.61125410441309214 -1552609.30706091457977891)","11490",3498271.6112541,-1552409.30706091,3498671.6112541,-1552809.30706091,3498471.611,-1552609.307,160000,4.51218717627096e-09
"4804","Point (3498471.61125410441309214 -1552209.30706091457977891)","11489",3498271.6112541,-1552009.30706091,3498671.6112541,-1552409.30706091,3498471.611,-1552209.307,160000,5.44806598119086e-09
"4805","Point (3498471.61125410441309214 -1551809.30706091457977891)","11488",3498271.6112541,-1551609.30706091,3498671.6112541,-1552009.30706091,3498471.611,-1551809.307,160000,6.58569653903083e-09
"4806","Point (3498471.61125410441309214 -1551409.30706091457977891)","11487",3498271.6112541,-1551209.30706091,3498671.6112541,-1551609.30706091,3498471.611,-1551409.307,160000,7.97090891823093e-09
"4807","Point (3498471.61125410441309214 -1551009.30706091457977891)","11486",3498271.6112541,-1550809.30706091,3498671.6112541,-1551209.30706091,3498471.611,-1551009.307,160000,9.66089168348196e-09
"4808","Point (3498471.61125410441309214 -1557009.30706091457977891)","11501",3498271.6112541,-1556809.30706091,3498671.6112541,-1557209.30706091,3498471.611,-1557009.307,160000,6.09698251325389e-10
"4809","Point (3498471.61125410441309214 -1556609.30706091457977891)","11500",3498271.6112541,-1556409.30706091,3498671.6112541,-1556809.30706091,3498471.611,-1556609.307,160000,7.26994644443749e-10
"4810","Point (3498471.61125410441309214 -1556209.30706091457977891)","11499",3498271.6112541,-1556009.30706091,3498671.6112541,-1556409.30706091,3498471.611,-1556209.307,160000,8.68051087123992e-10
"4811","Point (3498471.61125410441309214 -1555809.30706091457977891)","11498",3498271.6112541,-1555609.30706091,3498671.6112541,-1556009.30706091,3498471.611,-1555809.307,160000,1.03782905276423e-09
"4812","Point (3498471.61125410441309214 -1555409.30706091457977891)","11497",3498271.6112541,-1555209.30706091,3498671.6112541,-1555609.30706091,3498471.611,-1555409.307,160000,1.24234800424846e-09
"4813","Point (3498471.61125410441309214 -1555009.30706091457977891)","11496",3498271.6112541,-1554809.30706091,3498671.6112541,-1555209.30706091,3498471.611,-1555009.307,160000,1.48891746151114e-09
"4814","Point (3498471.61125410441309214 -1554609.30706091457977891)","11495",3498271.6112541,-1554409.30706091,3498671.6112541,-1554809.30706091,3498471.611,-1554609.307,160000,1.78642313692927e-09
"4815","Point (3498471.61125410441309214 -1554209.30706091457977891)","11494",3498271.6112541,-1554009.30706091,3498671.6112541,-1554409.30706091,3498471.611,-1554209.307,160000,2.14568125145973e-09
"4816","Point (3498474.3904520939104259 -1547412.39526612218469381)","11477",3498271.6112541,-1547209.30706091,3498671.6112541,-1547609.30706091,3498474.39,-1547412.395,160000,6.03091635178501e-08
"4817","Point (3498573.39413216663524508 -1547162.36505410564132035)","11476",3498271.6112541,-1546809.30706091,3498671.6112541,-1547209.30706091,3498573.394,-1547162.365,160000,6.83712779897849e-08
"4818","Point (3498477.56384565262123942 -1541357.66715873987413943)","11462",3498271.6112541,-1541209.30706091,3498671.6112541,-1541609.30706091,3498477.564,-1541357.667,160000,3.90005374181465e-06
"4819","Point (3498471.61125410441309214 -1541009.30706091457977891)","11461",3498271.6112541,-1540809.30706091,3498671.6112541,-1541209.30706091,3498471.611,-1541009.307,160000,5.23412455773771e-06
"4820","Point (3498471.61125410441309214 -1540609.30706091457977891)","11460",3498271.6112541,-1540409.30706091,3498671.6112541,-1540809.30706091,3498471.611,-1540609.307,160000,7.41570665414416e-06
"4821","Point (3498471.61125410441309214 -1540209.30706091457977891)","11459",3498271.6112541,-1540009.30706091,3498671.6112541,-1540409.30706091,3498471.611,-1540209.307,160000,1.06346876667015e-05
"4822","Point (3498471.61125410441309214 -1539809.30706091457977891)","11458",3498271.6112541,-1539609.30706091,3498671.6112541,-1540009.30706091,3498471.611,-1539809.307,160000,1.55089808761944e-05
"4823","Point (3498471.61125410441309214 -1539409.30706091457977891)","11457",3498271.6112541,-1539209.30706091,3498671.6112541,-1539609.30706091,3498471.611,-1539409.307,160000,2.30967873165792e-05
"4824","Point (3498471.61125410441309214 -1550609.30706091457977891)","11485",3498271.6112541,-1550409.30706091,3498671.6112541,-1550809.30706091,3498471.611,-1550609.307,160000,1.17273882708784e-08
"4825","Point (3498471.61125410441309214 -1550209.30706091457977891)","11484",3498271.6112541,-1550009.30706091,3498671.6112541,-1550409.30706091,3498471.611,-1550209.307,160000,1.42609290593189e-08
"4826","Point (3498471.61125410441309214 -1549809.30706091457977891)","11483",3498271.6112541,-1549609.30706091,3498671.6112541,-1550009.30706091,3498471.611,-1549809.307,160000,1.73764776645756e-08
"4827","Point (3498471.61125410441309214 -1549409.30706091457977891)","11482",3498271.6112541,-1549209.30706091,3498671.6112541,-1549609.30706091,3498471.611,-1549409.307,160000,2.1221021634317e-08
"4828","Point (3498471.61125410441309214 -1549009.30706091457977891)","11481",3498271.6112541,-1548809.30706091,3498671.6112541,-1549209.30706091,3498471.611,-1549009.307,160000,2.59838548797306e-08
"4829","Point (3498471.61125410441309214 -1548609.30706091457977891)","11480",3498271.6112541,-1548409.30706091,3498671.6112541,-1548809.30706091,3498471.611,-1548609.307,160000,3.1910612051965e-08
"4830","Point (3498471.61125410441309214 -1548209.30706091457977891)","11479",3498271.6112541,-1548009.30706091,3498671.6112541,-1548409.30706091,3498471.611,-1548209.307,160000,3.93225685467695e-08
"4831","Point (3498471.61125410441309214 -1547809.30706091457977891)","11478",3498271.6112541,-1547609.30706091,3498671.6112541,-1548009.30706091,3498471.611,-1547809.307,160000,4.86433807710402e-08
"4832","Point (3498871.61125410441309214 -1540609.30706091457977891)","11563",3498671.6112541,-1540409.30706091,3499071.6112541,-1540809.30706091,3498871.611,-1540609.307,160000,8.93472583604668e-06
"4833","Point (3498871.61125410441309214 -1540209.30706091457977891)","11562",3498671.6112541,-1540009.30706091,3499071.6112541,-1540409.30706091,3498871.611,-1540209.307,160000,1.30685242239151e-05
"4834","Point (3498871.61125410441309214 -1539809.30706091457977891)","11561",3498671.6112541,-1539609.30706091,3499071.6112541,-1540009.30706091,3498871.611,-1539809.307,160000,1.94509032221686e-05
"4835","Point (3498871.61125410441309214 -1539409.30706091457977891)","11560",3498671.6112541,-1539209.30706091,3499071.6112541,-1539609.30706091,3498871.611,-1539409.307,160000,2.95719496609956e-05
"4836","Point (3498871.61125410441309214 -1539009.30706091457977891)","11559",3498671.6112541,-1538809.30706091,3499071.6112541,-1539209.30706091,3498871.611,-1539009.307,160000,4.60696850051194e-05
"4837","Point (3498871.61125410441309214 -1538609.30706091457977891)","11558",3498671.6112541,-1538409.30706091,3499071.6112541,-1538809.30706091,3498871.611,-1538609.307,160000,7.37280539728928e-05
"4838","Point (3498871.61125410441309214 -1538209.30706091457977891)","11557",3498671.6112541,-1538009.30706091,3499071.6112541,-1538409.30706091,3498871.611,-1538209.307,160000,0.000121445760678434
"4839","Point (3498871.61125410441309214 -1537809.30706091457977891)","11556",3498671.6112541,-1537609.30706091,3499071.6112541,-1538009.30706091,3498871.611,-1537809.307,160000,0.00020621985261454
"4840","Point (3498871.61125410441309214 -1549009.30706091457977891)","11584",3498671.6112541,-1548809.30706091,3499071.6112541,-1549209.30706091,3498871.611,-1549009.307,160000,2.37642659005903e-08
"4841","Point (3498871.61125410441309214 -1548609.30706091457977891)","11583",3498671.6112541,-1548409.30706091,3499071.6112541,-1548809.30706091,3498871.611,-1548609.307,160000,2.94315946771362e-08
"4842","Point (3498871.61125410441309214 -1548209.30706091457977891)","11582",3498671.6112541,-1548009.30706091,3499071.6112541,-1548409.30706091,3498871.611,-1548209.307,160000,3.65939873174694e-08
